Treatment_Number,Animal_ID,Condition_Type,Treatment_Date,Treatment_Time,Treatment_By,Treatment_Type,Treatment_Subtype,Number_of_Days,Weight,Temperature,Visit_Number,Visit_Type,Visit_Reason,Month,Year
T19-956902,A1062564,,04/04/2019,10:05:50.193000,,,,1,,,T19-956898,,,APR.2019,FY2019
T19-929738,A1017225,,03/05/2019,13:30:05.917000,,,,1,,,T19-929737,,,MAR.2019,FY2019
T19-956895,A1062758,,04/04/2019,09:59:22.470000,,,,3,,,T19-956890,,,APR.2019,FY2019
T19-912479,A1017225,,02/13/2019,22:53:51.917000,,,,1,,,T19-912477,,,FEB.2019,FY2019
T19-944785,A1061325,,03/22/2019,12:03:16.033000,,,,1,,,T19-944783,,,MAR.2019,FY2019
T19-956885,A1062778,,04/04/2019,09:54:42.750000,,,,1,,,T19-956884,,,APR.2019,FY2019
T19-956875,A1061325,UNKNOWN,04/04/2019,09:25:00,,,,,,,T19-956875,VET CHECK,,APR.2019,FY2019
T19-956882,A1062690,,04/04/2019,09:42:20.983000,,,,3,,,T19-956877,,,APR.2019,FY2019
T19-956880,A1062690,,04/04/2019,09:42:09.930000,,,,1,,,T19-956877,,,APR.2019,FY2019
T19-956913,A1062962,,04/04/2019,10:25:25.603000,,,,1,,,T19-956911,,,APR.2019,FY2019
T19-929737,A1017225,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/05/2019,13:24:00,ER,,,,60.4,,T19-929737,INTAKE EXAM,,MAR.2019,FY2019
T19-956872,A1062660,,04/04/2019,09:32:36.953000,,,,1,,,T19-956868,,,APR.2019,FY2019
T19-956900,A1062564,,04/04/2019,10:05:35.987000,,,,1,,,T19-956898,,,APR.2019,FY2019
T19-956870,A1062660,,04/04/2019,09:32:24.257000,,,,1,,,T19-956868,,,APR.2019,FY2019
T19-956878,A1062690,,04/04/2019,09:41:59.397000,,,,1,,,T19-956877,,,APR.2019,FY2019
T19-956909,A1062746,,04/04/2019,10:15:47.753000,,,,1,,,T19-956904,,,APR.2019,FY2019
T19-956877,A1062690,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,09:41:00,CP/PA,,,,53,,T19-956877,SURGERY-,,APR.2019,FY2019
T19-956912,A1062962,,04/04/2019,10:25:21.360000,,,,1,,,T19-956911,,,APR.2019,FY2019
T19-956897,A1061712,,04/04/2019,10:02:08.280000,,,,1,,,T19-956896,,,APR.2019,FY2019
T19-956907,A1062746,,04/04/2019,10:15:28.187000,,,,1,,,T19-956904,,,APR.2019,FY2019
T19-956914,A1062962,,04/04/2019,10:25:33.093000,,,,1,,,T19-956911,,,APR.2019,FY2019
T18-835149,A1017225,TREATABLE REHABILITABLE NON-CONTAGIOUS,11/22/2018,17:40:00,AG2,,,,56.2,,T18-835149,INTAKE EXAM,,NOV.2018,FY2019
T19-956887,A1062778,,04/04/2019,09:54:54.603000,,,,1,,,T19-956884,,,APR.2019,FY2019
T19-956891,A1062758,,04/04/2019,09:58:43.177000,,,,1,,,T19-956890,,,APR.2019,FY2019
T19-956879,A1062690,,04/04/2019,09:42:03.647000,,,,1,,,T19-956877,,,APR.2019,FY2019
T19-944765,A1061712,,03/22/2019,11:55:14.437000,,,,1,,,T19-944761,,,MAR.2019,FY2019
T19-944735,A1061750,,03/22/2019,11:45:31.770000,,,,1,,,T19-944730,,,MAR.2019,FY2019
T19-956903,A1062564,,04/04/2019,10:05:56.443000,,,,3,,,T19-956898,,,APR.2019,FY2019
T19-956915,A1062962,,04/04/2019,10:25:38.707000,,,,1,,,T19-956911,,,APR.2019,FY2019
T19-956886,A1062778,,04/04/2019,09:54:47.690000,,,,1,,,T19-956884,,,APR.2019,FY2019
T19-956890,A1062758,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,09:57:00,VL/PA,,,,51,,T19-956890,SURGERY-,,APR.2019,FY2019
T19-956896,A1061712,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,10:01:00,LV,,,,,,T19-956896,EXAM-VISUAL,,APR.2019,FY2019
T19-956901,A1062564,,04/04/2019,10:05:42.947000,,,,1,,,T19-956898,,,APR.2019,FY2019
T18-835153,A1017225,,11/22/2018,17:46:11.260000,,,,1,,,T18-835149,,,NOV.2018,FY2019
T19-956911,A1062962,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,10:24:00,VL/PA,,,,68,,T19-956911,SURGERY-,,APR.2019,FY2019
T19-956876,A1062660,,04/04/2019,09:40:17.680000,,,,14,,,T19-956868,,,APR.2019,FY2019
T19-956892,A1062758,,04/04/2019,09:58:49.910000,,,,1,,,T19-956890,,,APR.2019,FY2019
T19-956905,A1062746,,04/04/2019,10:15:18.070000,,POSTPARTUM,,,,,T19-956904,,,APR.2019,FY2019
T19-956910,A1062746,,04/04/2019,10:16:20.950000,,,,3,,,T19-956904,,,APR.2019,FY2019
T18-835156,A1017225,,11/22/2018,17:47:02.430000,,HEARTWORM TEST,HIGH POSITIVE,,,,T18-835149,,,NOV.2018,FY2019
T18-835150,A1017225,,11/22/2018,17:45:49.133000,,,,1,,,T18-835149,,,NOV.2018,FY2019
T19-944730,A1061750,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,03/22/2019,11:43:00,VL,,,,,,T19-944730,EXAM - ADOPTION,,MAR.2019,FY2019
T18-835152,A1017225,,11/22/2018,17:45:57.637000,,,,1,,,T18-835149,,,NOV.2018,FY2019
T19-956888,A1062778,,04/04/2019,09:56:11.587000,,,,1,,,T19-956884,,,APR.2019,FY2019
T19-956908,A1062746,,04/04/2019,10:15:39.790000,,,,1,,,T19-956904,,,APR.2019,FY2019
T19-956881,A1062690,,04/04/2019,09:42:15.053000,,,,1,,,T19-956877,,,APR.2019,FY2019
T19-956906,A1062746,,04/04/2019,10:15:23.190000,,,,1,,,T19-956904,,,APR.2019,FY2019
T19-912478,A1017225,,02/13/2019,22:53:39.977000,,,,1,,,T19-912477,,,FEB.2019,FY2019
T19-944778,A1061679,,03/22/2019,11:59:50.713000,,,,1,,,T19-944776,,,MAR.2019,FY2019
T19-944773,A1061650,,03/22/2019,11:55:37.487000,,,,3,,,T19-944762,,,MAR.2019,FY2019
T19-956935,A1062975,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:01:00,VL/PA,,,,54,,T19-956935,SURGERY-,,APR.2019,FY2019
T19-956982,A1053554,,04/04/2019,11:28:35.590000,,,,1,,,T19-956981,,,APR.2019,FY2019
T19-956929,A1062693,,04/04/2019,10:47:45.543000,,,,1,,,T19-956927,,,APR.2019,FY2019
T19-956970,A1061705,,04/04/2019,11:25:17.977000,,,,1,,,T19-956969,,,APR.2019,FY2019
T19-948634,A1060640,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/26/2019,12:45:00,OB,,,,54,,T19-948634,EXAM-VISUAL,,MAR.2019,FY2019
T19-946601,A1060640,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/24/2019,09:14:00,OB,,,,,,T19-946601,EXAM-VISUAL,,MAR.2019,FY2019
T19-939490,A1061226,,03/16/2019,17:27:38.603000,,HEARTWORM TEST,LOW POSITIVE,,,,T19-939488,,,MAR.2019,FY2019
T18-822370,A1031137,TREATABLE REHABILITABLE NON-CONTAGIOUS,11/09/2018,17:49:00,LV,,,,59,,T18-822370,INTAKE EXAM,,NOV.2018,FY2019
T19-956967,A1061650,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:23:00,LV,,,,,,T19-956967,EXAM-VISUAL,,APR.2019,FY2019
T19-944796,A1061754,,03/22/2019,12:08:27.833000,,,,1,,,T19-944793,,,MAR.2019,FY2019
T19-953962,A1062043,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/31/2019,11:54:00,AG,,,,44.8,,T19-953962,VET CHECK,,MAR.2019,FY2019
T18-822380,A1031137,,11/09/2018,17:50:56.110000,,,,1,,,T18-822370,,,NOV.2018,FY2019
T19-944779,A1061679,,03/22/2019,11:59:55.017000,,MICROCHIP (24HR PET WATCH),,,,,T19-944776,,,MAR.2019,FY2019
T19-956965,A1061628,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:23:00,LV,,,,,,T19-956965,EXAM-VISUAL,,APR.2019,FY2019
T19-956867,A1062256,TREATABLE REHABILITABLE CONTAGIOUS,04/04/2019,09:24:00,AG,,,,,,T19-956867,VET CHECK,,APR.2019,FY2019
T19-934462,A1060640,,03/11/2019,11:17:34.873000,,,,1,,,T19-934461,,,MAR.2019,FY2019
T19-944799,A1061754,,03/22/2019,12:08:41.793000,,MICROCHIP (24HR PET WATCH),,,,,T19-944793,,,MAR.2019,FY2019
T19-941119,A1060640,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/18/2019,18:01:00,LV,,,,,,T19-941119,EXAM-VISUAL,,MAR.2019,FY2019
T19-939492,A1061226,,03/16/2019,17:27:44.117000,,,,1,,,T19-939488,,,MAR.2019,FY2019
T19-956926,A1062256,,04/04/2019,10:43:13.177000,,,,14,,,T19-956867,,,APR.2019,FY2019
T19-946602,A1060640,,03/24/2019,09:16:26.593000,,,,1,,,T19-946601,,,MAR.2019,FY2019
T19-940733,A1060640,,03/18/2019,13:09:25.660000,,,,1,,,T19-940729,,,MAR.2019,FY2019
T19-956983,A1061699,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:23:00,LV,,,,,,T19-956983,EXAM-VISUAL,,APR.2019,FY2019
T19-956939,A1062975,,04/04/2019,11:02:12.123000,,,,1,,,T19-956935,,,APR.2019,FY2019
T19-956927,A1062693,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,10:42:00,VL/PA,,,,75,,T19-956927,SURGERY-,,APR.2019,FY2019
T19-956975,A1060027,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:23:00,LV,,,,61,,T19-956975,EXAM-VISUAL,,APR.2019,FY2019
T19-956948,A1062953,,04/04/2019,11:08:00.080000,,,,1,,,T19-956947,,,APR.2019,FY2019
T19-956925,A1062256,,04/04/2019,10:42:55.753000,,,,14,,,T19-956867,,,APR.2019,FY2019
T19-956960,A1061847,,04/04/2019,11:14:33.663000,,,,14,,,T19-956959,,,APR.2019,FY2019
T19-956976,A1060027,,04/04/2019,11:27:06.150000,,,,1,,,T19-956975,,,APR.2019,FY2019
T19-934200,A1060640,,03/10/2019,19:39:38.143000,,,,1,,,T19-934198,,,MAR.2019,FY2019
T19-956981,A1053554,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:23:00,LV,,,,,,T19-956981,EXAM-VISUAL,,APR.2019,FY2019
T19-944740,A1061705,,03/22/2019,11:46:41.833000,,,,1,,,T19-944738,,,MAR.2019,FY2019
T19-934464,A1060640,,03/11/2019,11:17:50.280000,,,,1,,,T19-934461,,,MAR.2019,FY2019
T19-956932,A1062693,,04/04/2019,10:48:51.823000,,,,3,,,T19-956927,,,APR.2019,FY2019
T19-939489,A1061226,,03/16/2019,17:27:14.770000,,MICROCHIP (24HR PET WATCH),,,,,T19-939488,,,MAR.2019,FY2019
T19-939491,A1061226,,03/16/2019,17:27:41.317000,,,,1,,,T19-939488,,,MAR.2019,FY2019
T19-939494,A1061226,,03/16/2019,17:27:59.500000,,,,1,,,T19-939488,,,MAR.2019,FY2019
T19-956959,A1061847,TREATABLE REHABILITABLE CONTAGIOUS,04/04/2019,11:12:00,AG,,,,,,T19-956959,EXAM-VISUAL,,APR.2019,FY2019
T19-956557,A1062405,UNKNOWN,04/03/2019,16:07:00,AG,,,,,,T19-956557,VET CHECK,,APR.2019,FY2019
T19-956978,A1060010,,04/04/2019,11:27:51.897000,,,,1,,,T19-956977,,,APR.2019,FY2019
T19-956977,A1060010,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:23:00,LV,,,,42,,T19-956977,EXAM-VISUAL,,APR.2019,FY2019
T18-822385,A1031137,,11/09/2018,17:51:27.990000,,,,1,,,T18-822370,,,NOV.2018,FY2019
T19-956924,A1045634,UNKNOWN,04/04/2019,10:42:00,,,,,,,T19-956924,VET CHECK,,APR.2019,FY2019
T19-934201,A1060640,,03/10/2019,19:39:43.223000,,,,1,,,T19-934198,,,MAR.2019,FY2019
T19-940731,A1060640,,03/18/2019,13:09:05.637000,,,,1,,,T19-940729,,,MAR.2019,FY2019
T19-956958,A1062573,,04/04/2019,11:12:51.280000,,,,3,,,T19-956953,,,APR.2019,FY2019
T19-956231,A1060010,UNKNOWN,04/03/2019,12:34:00,AG,,,,,,T19-956231,VET CHECK,,APR.2019,FY2019
T19-956928,A1062693,,04/04/2019,10:47:36.240000,,,,1,,,T19-956927,,,APR.2019,FY2019
T19-939488,A1061226,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/16/2019,17:26:00,NG/ER,,,,48.4,,T19-939488,INTAKE EXAM,,MAR.2019,FY2019
T19-934465,A1060640,,03/11/2019,11:18:06.053000,,HEARTWORM TEST,NEGATIVE,,,,T19-934461,,,MAR.2019,FY2019
T19-940729,A1060640,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/18/2019,13:08:00,VL/PA,,,,54,,T19-940729,SURGERY-,,MAR.2019,FY2019
T18-822384,A1031137,,11/09/2018,17:51:22.950000,,,,1,,,T18-822370,,,NOV.2018,FY2019
T19-940730,A1060640,,03/18/2019,13:09:00.733000,,,,1,,,T19-940729,,,MAR.2019,FY2019
T19-939493,A1061226,,03/16/2019,17:27:48.600000,,,,1,,,T19-939488,,,MAR.2019,FY2019
T19-956966,A1061628,,04/04/2019,11:24:41.230000,,,,1,,,T19-956965,,,APR.2019,FY2019
T19-956961,A1061847,,04/04/2019,11:14:49.977000,,,,14,,,T19-956959,,,APR.2019,FY2019
T19-956949,A1062953,,04/04/2019,11:08:04.167000,,,,1,,,T19-956947,,,APR.2019,FY2019
T19-944766,A1061712,,03/22/2019,11:55:17.107000,,MICROCHIP (24HR PET WATCH),,,,,T19-944761,,,MAR.2019,FY2019
T19-951382,A0507017,,03/28/2019,18:30:59.290000,,,,1,,,T19-951378,,,MAR.2019,FY2019
T19-944798,A1061754,,03/22/2019,12:08:38.997000,,,,1,,,T19-944793,,,MAR.2019,FY2019
T19-956969,A1061705,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:23:00,LV,,,,,,T19-956969,EXAM-VISUAL,,APR.2019,FY2019
T19-956957,A1062573,,04/04/2019,11:12:46.120000,,,,1,,,T19-956953,,,APR.2019,FY2019
T19-951378,A0507017,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/28/2019,18:29:00,NG,,,,56.8,,T19-951378,INTAKE EXAM,,MAR.2019,FY2019
T19-940735,A1060640,,03/18/2019,13:09:36.540000,,,,3,,,T19-940729,,,MAR.2019,FY2019
T19-956973,A1061658,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:23:00,LV,,,,,,T19-956973,EXAM-VISUAL,,APR.2019,FY2019
T19-956936,A1062975,,04/04/2019,11:01:55.470000,,,,1,,,T19-956935,,,APR.2019,FY2019
T19-944737,A1061750,,03/22/2019,11:45:48.157000,,,,1,,,T19-944730,,,MAR.2019,FY2019
T19-951438,A1062478,,03/28/2019,18:50:34.403000,,,,1,,,T19-951433,,,MAR.2019,FY2019
T19-956951,A1062953,,04/04/2019,11:08:18.077000,,,,1,,,T19-956947,,,APR.2019,FY2019
T19-940734,A1060640,,03/18/2019,13:09:30.863000,,,,1,,,T19-940729,,,MAR.2019,FY2019
T19-944761,A1061712,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/22/2019,11:54:00,SR,,,,86.2,,T19-944761,EXAM - ADOPTION,,MAR.2019,FY2019
T18-822383,A1031137,,11/09/2018,17:51:18.030000,,,,1,,,T18-822370,,,NOV.2018,FY2019
T19-956931,A1062693,,04/04/2019,10:48:45.783000,,,,1,,,T19-956927,,,APR.2019,FY2019
T19-951435,A1062478,,03/28/2019,18:50:26.530000,,HEARTWORM TEST,NEGATIVE,,,,T19-951433,,,MAR.2019,FY2019
T19-956955,A1062573,,04/04/2019,11:12:33.370000,,,,1,,,T19-956953,,,APR.2019,FY2019
T19-956962,A1034994,,04/04/2019,11:18:47.983000,,,,1,,,T19-956852,,,APR.2019,FY2019
T19-948640,A1060640,,03/26/2019,13:08:45.163000,,,,14,,,T19-948634,,,MAR.2019,FY2019
T18-822381,A1031137,,11/09/2018,17:51:01.030000,,,,1,,,T18-822370,,,NOV.2018,FY2019
T19-956968,A1061650,,04/04/2019,11:24:59.210000,,,,1,,,T19-956967,,,APR.2019,FY2019
T19-956940,A1062975,,04/04/2019,11:02:18.337000,,,,3,,,T19-956935,,,APR.2019,FY2019
T19-944770,A1061650,,03/22/2019,11:55:24.663000,,,,1,,,T19-944762,,,MAR.2019,FY2019
T19-956956,A1062573,,04/04/2019,11:12:39.577000,,,,1,,,T19-956953,,,APR.2019,FY2019
T19-944741,A1061705,,03/22/2019,11:46:45.187000,,MICROCHIP (24HR PET WATCH),,,,,T19-944738,,,MAR.2019,FY2019
T19-939495,A1061226,,03/16/2019,17:28:04.270000,,,,1,,,T19-939488,,,MAR.2019,FY2019
T19-956938,A1062975,,04/04/2019,11:02:06.443000,,,,1,,,T19-956935,,,APR.2019,FY2019
T19-951395,A1062466,,03/28/2019,18:34:41.070000,,MICROCHIP (24HR PET WATCH),,,,,T19-951394,,,MAR.2019,FY2019
T19-944738,A1061705,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/22/2019,11:46:00,SR/LV,,,,77.8,,T19-944738,EXAM - ADOPTION,,MAR.2019,FY2019
T18-822382,A1031137,,11/09/2018,17:51:11.710000,,,,1,,,T18-822370,,,NOV.2018,FY2019
T19-951380,A0507017,,03/28/2019,18:30:53.090000,,,,1,,,T19-951378,,,MAR.2019,FY2019
T19-934199,A1060640,,03/10/2019,19:39:31.390000,,,,1,,,T19-934198,,,MAR.2019,FY2019
T19-951398,A1062466,,03/28/2019,18:34:50.343000,,,,1,,,T19-951394,,,MAR.2019,FY2019
T19-951402,A1062466,,03/28/2019,18:35:04.450000,,,,1,,,T19-951394,,,MAR.2019,FY2019
T19-956930,A1062693,,04/04/2019,10:47:56.800000,,,,1,,,T19-956927,,,APR.2019,FY2019
T19-944797,A1061754,,03/22/2019,12:08:34.047000,,,,1,,,T19-944793,,,MAR.2019,FY2019
T19-944772,A1061650,,03/22/2019,11:55:31.927000,,,,1,,,T19-944762,,,MAR.2019,FY2019
T19-944793,A1061754,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/22/2019,12:07:00,SR/LV,,,,42.8,,T19-944793,INTAKE EXAM,,MAR.2019,FY2019
T19-956963,A1061678,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:23:00,LV,,,,,,T19-956963,EXAM-VISUAL,,APR.2019,FY2019
T19-939496,A1061226,,03/16/2019,17:28:08.740000,,,,1,,,T19-939488,,,MAR.2019,FY2019
T19-956952,A1062953,,04/04/2019,11:08:23.190000,,,,3,,,T19-956947,,,APR.2019,FY2019
T19-934461,A1060640,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/11/2019,11:16:00,OB,,,,53.6,,T19-934461,EXAM - ADOPTION,,MAR.2019,FY2019
T19-940732,A1060640,,03/18/2019,13:09:17.357000,,,,1,,,T19-940729,,,MAR.2019,FY2019
T19-951441,A1062478,,03/28/2019,18:50:44.740000,,,,1,,,T19-951433,,,MAR.2019,FY2019
T19-951440,A1062478,,03/28/2019,18:50:40.950000,,,,1,,,T19-951433,,,MAR.2019,FY2019
T19-944784,A1061325,,03/22/2019,12:03:11.850000,,,,1,,,T19-944783,,,MAR.2019,FY2019
T18-822386,A1031137,,11/09/2018,17:51:37.207000,,HEARTWORM TEST,NEGATIVE,,,,T18-822370,,,NOV.2018,FY2019
T19-951379,A0507017,,03/28/2019,18:30:50.310000,,HEARTWORM TEST,NEGATIVE,,,,T19-951378,,,MAR.2019,FY2019
T19-951437,A1062478,,03/28/2019,18:50:32.020000,,,,1,,,T19-951433,,,MAR.2019,FY2019
T19-934467,A1060640,,03/11/2019,11:18:12.480000,,MICROCHIP (24HR PET WATCH),,,,,T19-934461,,,MAR.2019,FY2019
T19-956937,A1062975,,04/04/2019,11:01:59.847000,,,,1,,,T19-956935,,,APR.2019,FY2019
T19-933241,A1060528,UNKNOWN,03/09/2019,14:32:00,DT,,,,69.2,,T19-933241,MEDICAL REVIEW,,MAR.2019,FY2019
T19-934191,A1060528,UNKNOWN,03/10/2019,14:32:00,DT,,,,70.2,,T19-934191,EXAM-VET,,MAR.2019,FY2019
T19-944736,A1061750,,03/22/2019,11:45:35.720000,,,,1,,,T19-944730,,,MAR.2019,FY2019
T19-956917,A1062746,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,10:13:00,,,,,,,T19-956917,VET CHECK,,APR.2019,FY2019
T19-951400,A1062466,,03/28/2019,18:34:56.090000,,,,1,,,T19-951394,,,MAR.2019,FY2019
T19-951449,A1060398,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/28/2019,19:24:00,,,,,,,T19-951449,VET CHECK,,MAR.2019,FY2019
T19-956953,A1062573,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:11:00,CP/PA,,,,54,,T19-956953,SURGERY-,,APR.2019,FY2019
T19-944800,A1061754,,03/22/2019,12:08:46.430000,,HEARTWORM TEST,HIGH POSITIVE,,,,T19-944793,,,MAR.2019,FY2019
T19-951384,A0507017,,03/28/2019,18:31:10.800000,,,,1,,,T19-951378,,,MAR.2019,FY2019
T19-951381,A0507017,,03/28/2019,18:30:55.703000,,,,1,,,T19-951378,,,MAR.2019,FY2019
T19-956950,A1062953,,04/04/2019,11:08:12.047000,,,,1,,,T19-956947,,,APR.2019,FY2019
T19-956984,A1061699,,04/04/2019,11:29:00.713000,,,,1,,,T19-956983,,,APR.2019,FY2019
T19-956974,A1061658,,04/04/2019,11:25:57.140000,,,,1,,,T19-956973,,,APR.2019,FY2019
T19-951394,A1062466,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/28/2019,18:34:00,NG,,,,58.2,,T19-951394,INTAKE EXAM,,MAR.2019,FY2019
T19-948639,A1060640,,03/26/2019,13:08:30.517000,,,,14,,,T19-948634,,,MAR.2019,FY2019
T19-956964,A1061678,,04/04/2019,11:24:20.727000,,,,1,,,T19-956963,,,APR.2019,FY2019
T19-951385,A0507017,,03/28/2019,18:31:14.657000,,,,1,,,T19-951378,,,MAR.2019,FY2019
T19-956947,A1062953,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:07:00,VL/PA,,,,48,,T19-956947,SURGERY-,,APR.2019,FY2019
T19-944764,A1061650,,03/22/2019,11:55:14.240000,,,,1,,,T19-944762,,,MAR.2019,FY2019
T19-944794,A1061754,,03/22/2019,12:08:19.403000,,,,1,,,T19-944793,,,MAR.2019,FY2019
T19-956954,A1062573,,04/04/2019,11:12:29.097000,,,,1,,,T19-956953,,,APR.2019,FY2019
T19-951439,A1062478,,03/28/2019,18:50:37.590000,,,,1,,,T19-951433,,,MAR.2019,FY2019
T19-934198,A1060640,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/10/2019,19:38:00,JB1744,,,,54.6,,T19-934198,INTAKE EXAM,,MAR.2019,FY2019
T19-944739,A1061705,,03/22/2019,11:46:35.260000,,,,1,,,T19-944738,,,MAR.2019,FY2019
T19-951434,A1062478,,03/28/2019,18:50:21.930000,,MICROCHIP (24HR PET WATCH),,,,,T19-951433,,,MAR.2019,FY2019
T19-934463,A1060640,,03/11/2019,11:17:41.217000,,,,1,,,T19-934461,,,MAR.2019,FY2019
T19-951399,A1062466,,03/28/2019,18:34:52.890000,,,,1,,,T19-951394,,,MAR.2019,FY2019
T19-951397,A1062466,,03/28/2019,18:34:47.600000,,,,1,,,T19-951394,,,MAR.2019,FY2019
T19-944775,A1061712,,03/22/2019,11:56:14.063000,,HEARTWORM TEST,NEGATIVE,,,,T19-944761,,,MAR.2019,FY2019
T19-934193,A1060528,,03/10/2019,18:26:13.373000,,,,15,,,T19-934191,,,MAR.2019,FY2019
T19-951396,A1062466,,03/28/2019,18:34:44.423000,,HEARTWORM TEST,NEGATIVE,,,,T19-951394,,,MAR.2019,FY2019
T19-951436,A1062478,,03/28/2019,18:50:29.230000,,,,1,,,T19-951433,,,MAR.2019,FY2019
T19-951401,A1062466,,03/28/2019,18:34:59.863000,,,,1,,,T19-951394,,,MAR.2019,FY2019
T19-934194,A1060528,,03/10/2019,18:26:29.410000,,,,7,,,T19-934191,,,MAR.2019,FY2019
T19-951433,A1062478,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/28/2019,18:49:00,IT,,,,52.6,,T19-951433,INTAKE EXAM,,MAR.2019,FY2019
T19-957083,A1062737,,04/04/2019,12:29:40.087000,,,,1,,,T19-957079,,,APR.2019,FY2019
T19-934195,A1060528,,03/10/2019,18:26:41.990000,,,,1,,,T19-934191,,,MAR.2019,FY2019
T19-957034,A1060640,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:53:00,DT,,,,51.4,,T19-957034,VET CHECK,,APR.2019,FY2019
T19-934196,A1060528,,03/10/2019,18:26:48.253000,,,,1,,,T19-934191,,,MAR.2019,FY2019
T19-956993,A1060208,TREATABLE REHABILITABLE NON-CONTAGIOUS,04/04/2019,11:31:00,AG/ER,,,,,,T19-956993,EXAM-VISUAL,,APR.2019,FY2019
T19-951383,A0507017,,03/28/2019,18:31:02.760000,,,,1,,,T19-951378,,,MAR.2019,FY2019
T19-957028,A1063032,TREATABLE MANAGEABLE NON-CONTAGIOUS,04/04/2019,11:46:00,OB/SR,,,,,,T19-957028,MEDICAL REVIEW,TRAUMA,APR.2019,FY2019
T19-928198,A1058757,,03/04/2019,10:09:49.477000,,,,1,,,T19-928197,,,MAR.2019,FY2019
T19-944787,A1061325,,03/22/2019,12:03:27.690000,,,,1,,,T19-944783,,,MAR.2019,FY2019
T19-957026,A1062539,,04/04/2019,11:52:22.070000,,,,1,,,T19-957024,,,APR.2019,FY2019
T19-944788,A1061325,,03/22/2019,12:03:33.177000,,,,3,,,T19-944783,,,MAR.2019,FY2019
T19-934192,A1060528,,03/10/2019,18:25:53.437000,,HW MICROFILARIA TEST,NEGATIVE,,,,T19-934191,,,MAR.2019,FY2019
T19-944762,A1061650,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/22/2019,11:54:00,CP/PA,,,,63,,T19-944762,SURGERY-,,MAR.2019,FY2019
T19-951458,A1062539,,03/28/2019,21:31:55.433000,,,,1,,,T19-951455,,,MAR.2019,FY2019
T19-951456,A1062539,,03/28/2019,21:31:43.233000,,,,1,,,T19-951455,,,MAR.2019,FY2019
T19-944767,A1061650,,03/22/2019,11:55:18.337000,,,,1,,,T19-944762,,,MAR.2019,FY2019
T19-939504,A1061220,,03/16/2019,17:50:03.680000,,MICROCHIP (24HR PET WATCH),,,,,T19-939499,,,MAR.2019,FY2019
T19-951455,A1062539,TREATABLE REHABILITABLE NON-CONTAGIOUS,03/28/2019,21:31:00,LHAYES,,,,,,T19-951455,INTAKE EXAM,,MAR.2019,FY2019
T19-928202,A1058795,,03/04/2019,10:10:05.843000,,,,1,,,T19-928201,,,MAR.2019,FY2019
T19-944742,A1061705,,03/22/2019,11:46:50.183000,,HEARTWORM TEST,NEGATIVE,,,,T19-944738,,,MAR.2019,FY2019
T19-957023,A1063032,TREATABLE MANAGEABLE NON-CONTAGIOUS,04/04/2019,11:46:00,OB/SR,,,,,,T19-957023,EXAM-VET,TRAUMA,APR.2019,FY2019
T19-944786,A1061325,,03/22/2019,12:03:22.670000,,,,1,,,T19-944783,,,MAR.2019,FY2019
T19-939501,A1061220,,03/16/2019,17:49:50.860000,,,,1,,,T19-939499,,,MAR.2019,FY2019
