Treatment Number,Animal ID,Condition Type,Treatment Date,Treatment Time,Treatment By,Treatment Type,Treatment Subtype,Number of Days,Weight,Temperature,Visit Number,Visit Type,Visit Reason,Month,Year
T18-771931,A1044307,,9/22/2018,11:47.8,,,,1,,,T18-771929,,,SEP.2018,FY2018
T18-743403,A1041663,UNKNOWN,8/27/2018,15:04:00,,,,,,,T18-743403,HEALTH MAINTENANCE,,AUG.2018,FY2018
T18-772189,A1044335,,9/22/2018,53:56.9,,,,1,,,T18-772187,,,SEP.2018,FY2018
T18-769745,A1043729,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/20/2018,16:44:00,,,,,,,T18-769745,EXAM-VET,,SEP.2018,FY2018
T18-773520,A1044506,,9/24/2018,27:20.7,,,,1,,,T18-773518,,,SEP.2018,FY2018
T18-546339,A1021571,TREATABLE REHABILITABLE CONTAGIOUS,2/15/2018,14:41:00,AR,,,,,,T18-546339,MEDICAL REVIEW,,FEB.2018,FY2018
T18-776437,A1044585,TREATABLE MANAGEABLE NON-CONTAGIOUS,9/25/2018,10:11:00,,,,,28,102.7,T18-776437,MEDICAL REVIEW,,SEP.2018,FY2018
T18-509455,A1018169,,1/3/2018,31:04.7,,,,1,,,T18-509453,,,JAN.2018,FY2018
T18-770361,A1042686,,9/21/2018,45:05.3,,,,1,,,T18-770360,,,SEP.2018,FY2018
T18-763051,A1036772,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/14/2018,18:55:00,,,,,,,T18-763051,INTAKE EXAM,,SEP.2018,FY2018
T18-768569,A1044040,,9/19/2018,10:26.7,,,,1,,,T18-768567,,,SEP.2018,FY2018
T18-774187,A1044338,,9/25/2018,07:18.8,,,,1,,,T18-774184,,,SEP.2018,FY2018
T18-674396,A1035128,,6/29/2018,07:03.9,,,,1,,,T18-674393,,,JUN.2018,FY2018
T18-776205,A1044717,,9/26/2018,55:25.5,,,,1,,,T18-776201,,,SEP.2018,FY2018
T18-780706,A1044171,,9/30/2018,13:36.2,,,,14,,,T18-780699,,,SEP.2018,FY2018
T18-756880,A1018169,,9/9/2018,56:44.6,,,,1,,,T18-756874,,,SEP.2018,FY2018
T18-761908,A1040042,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/13/2018,18:09:00,CP/PA,,,,1.1,,T18-761908,EXAM,,SEP.2018,FY2018
T18-775852,A1044557,,9/26/2018,16:42.5,,,,1,,,T18-775837,,,SEP.2018,FY2018
T18-772719,A1044405,,9/23/2018,05:04.3,,,,1,,,T18-772697,,,SEP.2018,FY2018
T18-768260,A1042394,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/19/2018,17:11:00,SR/ER,,,,1.4,,T18-768260,EXAM,,SEP.2018,FY2018
T18-763229,A1043419,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/15/2018,9:45:00,SR.ER,,,,47.8,,T18-763229,EXAM - ADOPTION,,SEP.2018,FY2018
T18-777969,A1006351,,9/28/2018,30:39.4,,,,1,,,T18-777964,,,SEP.2018,FY2018
T18-778567,A0981333,,9/28/2018,58:26.8,,,,1,,,T18-778562,,,SEP.2018,FY2018
T18-762362,A1041593,,9/14/2018,55:11.2,,,,14,,,T18-762361,,,SEP.2018,FY2018
T18-739925,A1041321,,8/24/2018,24:19.7,,,,1,,,T18-739921,,,AUG.2018,FY2018
T18-765844,A1040840,,9/18/2018,38:36.7,,,,1,,,T18-765843,,,SEP.2018,FY2018
T18-770388,A1044173,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/21/2018,11:57:00,MW 1723,,,,37.2,,T18-770388,INTAKE EXAM,,SEP.2018,FY2018
T18-777339,A1044826,,9/27/2018,44:07.4,,,,1,,,T18-777338,,,SEP.2018,FY2018
T18-772190,A1044335,,9/22/2018,53:59.7,,,,1,,,T18-772187,,,SEP.2018,FY2018
T18-778324,A0925102,,9/28/2018,03:09.8,,,,1,,,T18-778322,,,SEP.2018,FY2018
T18-747027,A1038594,,8/30/2018,55:50.0,,,,1,,,T18-747023,,,AUG.2018,FY2018
T18-745064,A1040394,TREATABLE REHABILITABLE CONTAGIOUS,8/29/2018,11:32:00,AG,,,,,,T18-745064,EXAM-VET,,AUG.2018,FY2018
T18-777678,A1044846,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/27/2018,17:43:00,AG2,,,,25,,T18-777678,INTAKE EXAM,,SEP.2018,FY2018
T18-770822,A1043197,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/21/2018,13:19:00,,,,,,,T18-770822,MEDICAL REVIEW,,SEP.2018,FY2018
T18-773841,A1044540,,9/24/2018,26:00.0,,,,1,,,T18-773836,,,SEP.2018,FY2018
T18-760981,A1041746,,9/12/2018,27:35.7,,,,14,,,T18-759835,,,SEP.2018,FY2018
T18-766131,A1042267,TREATABLE REHABILITABLE CONTAGIOUS,9/18/2018,12:02:00,AG,,,,46,,T18-766131,MEDICAL REVIEW,,SEP.2018,FY2018
T18-756771,A1042830,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/9/2018,15:09:00,SEC,,,,,,T18-756771,INTAKE EXAM,,SEP.2018,FY2018
T18-768368,A1043994,,9/19/2018,05:34.1,,,,1,,,T18-768036,,,SEP.2018,FY2018
T18-776153,A1044687,,9/26/2018,16:56.4,,,,1,,,T18-776151,,,SEP.2018,FY2018
T18-768726,A1043994,,9/20/2018,07:03.6,,,,1,,,T18-768717,,,SEP.2018,FY2018
T18-769930,A1044140,,9/20/2018,16:12.0,,,,1,,,T18-769927,,,SEP.2018,FY2018
T18-752238,A1042383,,9/5/2018,29:20.7,,,,1,,,T18-752219,,,SEP.2018,FY2018
T18-770845,A1044197,,9/21/2018,41:38.9,,MICROCHIP (24HR PET WATCH),,,,,T18-770844,,,SEP.2018,FY2018
T18-704123,A1038115,,7/25/2018,51:09.3,,,,1,,,T18-704121,,,JUL.2018,FY2018
T18-778250,A1044894,,9/28/2018,32:10.8,,,,1,,,T18-778237,,,SEP.2018,FY2018
T18-755323,A1042687,,9/7/2018,17:16.9,,MICROCHIP (HOME AGAIN),,,,,T18-755319,,,SEP.2018,FY2018
T18-762929,A1042786,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/14/2018,17:34:00,PA,,,,26.6,,T18-762929,SURGERY-,,SEP.2018,FY2018
T18-773843,A1044540,,9/24/2018,26:17.5,,,,1,,,T18-773836,,,SEP.2018,FY2018
T18-778447,A1044766,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/28/2018,13:43:00,LV,,,,49,,T18-778447,EXAM-VET,,SEP.2018,FY2018
T18-768798,A1044078,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/20/2018,11:31:00,LL/NG,,,,51.2,,T18-768798,INTAKE EXAM,,SEP.2018,FY2018
T18-771575,A1044276,,9/22/2018,44:14.8,,,,1,,,T18-771572,,,SEP.2018,FY2018
T18-764988,A1023787,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/17/2018,11:07:00,SR/ER,,,,73,,T18-764988,EXAM-VISUAL,,SEP.2018,FY2018
T18-679280,A1035128,,7/4/2018,05:30.9,,,,1,,,T18-679277,,,JUL.2018,FY2018
T18-777710,A1044759,,9/27/2018,02:14.6,,FELV FIV COMBO,FELV & FIV NEGA,,,,T18-777708,,,SEP.2018,FY2018
T18-776266,A1044735,,9/26/2018,50:21.6,,MICROCHIP (24HR PET WATCH),,,,,T18-776265,,,SEP.2018,FY2018
T18-771120,A1043674,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/21/2018,18:10:00,,,,,,,T18-771120,SURGERY-,,SEP.2018,FY2018
T18-674397,A1035128,,6/29/2018,07:17.3,,,,1,,,T18-674393,,,JUN.2018,FY2018
T18-776657,A1044171,,9/27/2018,37:08.2,,,,1,,,T18-776656,,,SEP.2018,FY2018
T18-770654,A0861445,,9/21/2018,16:56.0,,,,1,,,T18-770652,,,SEP.2018,FY2018
T18-755357,A1042683,,9/7/2018,31:43.2,,,,1,,,T18-755353,,,SEP.2018,FY2018
T18-778773,A1041663,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/28/2018,16:48:00,AG2/ER,,,,58,,T18-778773,EXAM,,SEP.2018,FY2018
T18-780539,A1045111,,9/30/2018,34:35.9,,,,1,,,T18-780538,,,SEP.2018,FY2018
T18-773992,A1044549,,9/24/2018,10:49.6,,,,1,,,T18-773988,,,SEP.2018,FY2018
T18-769224,A1044092,,9/20/2018,48:01.6,,,,1,,,T18-769216,,,SEP.2018,FY2018
T18-760102,A1043194,,9/12/2018,16:02.0,,,,1,,,T18-760099,,,SEP.2018,FY2018
T18-729893,A1040494,,8/15/2018,13:39.3,,,,1,,,T18-729881,,,AUG.2018,FY2018
T18-776235,A1042277,UNKNOWN,9/26/2018,17:04:00,SR,,,,,,T18-776235,SURGERY-,,SEP.2018,FY2018
T17-457781,A1012711,,10/28/2017,23:34.4,,,,1,,,T17-457780,,,OCT.2017,FY2018
T18-780606,A1045109,,9/30/2018,13:55.0,,,,1,,,T18-780592,,,SEP.2018,FY2018
T18-764567,A1043667,,9/16/2018,39:31.3,,,,1,,,T18-764561,,,SEP.2018,FY2018
T18-778066,A1044504,,9/28/2018,26:30.4,,,,1,,,T18-778063,,,SEP.2018,FY2018
T18-752390,A1018169,,9/5/2018,06:54.7,,HEARTWORM TEST,NEGATIVE,,,,T18-752383,,,SEP.2018,FY2018
T18-778249,A1044894,,9/28/2018,32:02.9,,,,1,,,T18-778237,,,SEP.2018,FY2018
T18-725120,A1040042,UNKNOWN,8/12/2018,13:38:00,,,,,,,T18-725120,HEALTH MAINTENANCE,,AUG.2018,FY2018
T18-744112,A1040858,,8/28/2018,03:18.2,,,,14,,,T18-744110,,,AUG.2018,FY2018
T18-776662,A1044171,,9/27/2018,37:43.8,,,,3,,,T18-776656,,,SEP.2018,FY2018
T18-764389,A1043558,,9/16/2018,55:49.9,,MICROCHIP (24HR PET WATCH),,,,,T18-764388,,,SEP.2018,FY2018
T18-770172,A1044122,,9/21/2018,10:13.8,,,,1,,,T18-770167,,,SEP.2018,FY2018
T18-774264,A1044055,,9/25/2018,27:10.7,,,,1,,,T18-774261,,,SEP.2018,FY2018
T18-776875,A1044292,,9/27/2018,55:39.2,,,,1,,,T18-776871,,,SEP.2018,FY2018
T18-777694,A1044841,,9/27/2018,51:40.9,,,,1,,,T18-777690,,,SEP.2018,FY2018
T18-579156,A1024911,TREATABLE REHABILITABLE NON-CONTAGIOUS,3/24/2018,16:03:00,LV,,,,18,,T18-579156,HEALTH MAINTENANCE,,MAR.2018,FY2018
T18-778677,A1044880,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/28/2018,15:49:00,GM1713,,,,8,,T18-778677,INTAKE EXAM,,SEP.2018,FY2018
T18-778672,A0927232,,9/28/2018,49:01.1,,,,1,,,T18-778651,,,SEP.2018,FY2018
T18-779819,A0929156,,9/29/2018,04:43.3,,,,1,,,T18-779817,,,SEP.2018,FY2018
T18-778674,A0927232,,9/28/2018,49:08.2,,,,1,,,T18-778651,,,SEP.2018,FY2018
T18-743101,A1041626,,8/27/2018,30:19.7,,,,3,,,T18-743097,,,AUG.2018,FY2018
T18-752388,A1018169,,9/5/2018,06:44.0,,,,1,,,T18-752383,,,SEP.2018,FY2018
T18-774223,A1044585,,9/25/2018,17:20.4,,,,1,,,T18-774221,,,SEP.2018,FY2018
T18-748988,A0894843,,9/1/2018,08:00.7,,,,1,,,T18-748984,,,SEP.2018,FY2018
T18-772691,A1044347,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/23/2018,12:52:00,AG2,,,,55,,T18-772691,EXAM - ADOPTION,,SEP.2018,FY2018
T18-769999,A1044150,,9/20/2018,47:35.7,,,,1,,,T18-769995,,,SEP.2018,FY2018
T18-777885,A1043197,,9/28/2018,33:50.5,,,,3,,,T18-777882,,,SEP.2018,FY2018
T18-768025,A1043729,,9/19/2018,42:56.1,,,,10,,,T18-768024,,,SEP.2018,FY2018
T18-764911,A0862164,,9/17/2018,40:53.4,,,,1,,,T18-764910,,,SEP.2018,FY2018
T18-767017,A1043891,,9/18/2018,43:36.4,,MICROCHIP (24HR PET WATCH),,,,,T18-767011,,,SEP.2018,FY2018
T18-699407,A1037586,,7/21/2018,33:49.1,,,,1,,,T18-699403,,,JUL.2018,FY2018
T18-770581,A1043188,UNKNOWN,9/20/2018,17:48:00,AG,,,,,,T18-770581,MEDICAL REVIEW,,SEP.2018,FY2018
T18-778727,A1044929,,9/28/2018,37:54.7,,,,1,,,T18-778722,,,SEP.2018,FY2018
T18-768717,A1043994,TREATABLE REHABILITABLE CONTAGIOUS,9/20/2018,11:04:00,SR,,,,12.8,,T18-768717,EXAM - ADOPTION,,SEP.2018,FY2018
T18-769024,A1044040,,9/20/2018,37:54.4,,,,1,,,T18-769013,,,SEP.2018,FY2018
T18-768258,A1042392,,9/19/2018,14:15.0,,,,1,,,T18-768254,,,SEP.2018,FY2018
T18-752316,A1042390,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/5/2018,11:22:00,LV,,,,1.1,101.3,T18-752316,EXAM - ADOPTION,,SEP.2018,FY2018
T18-776553,A1044768,,9/26/2018,38:05.1,,,,1,,,T18-776549,,,SEP.2018,FY2018
T18-564420,A1023378,,3/7/2018,56:20.6,,,,1,,,T18-564419,,,MAR.2018,FY2018
T18-700075,A1037740,,7/22/2018,52:34.6,,,,1,,,T18-700074,,,JUL.2018,FY2018
T18-776429,A1044585,,9/25/2018,27:40.9,,,,1,,,T18-774213,,,SEP.2018,FY2018
T18-752643,A1042457,,9/5/2018,12:37.9,,,,1,,,T18-752640,,,SEP.2018,FY2018
T18-770376,A1043245,TREATABLE REHABILITABLE CONTAGIOUS,9/21/2018,11:50:00,AG,,,,,,T18-770376,VET CHECK,,SEP.2018,FY2018
T18-762380,A1043430,,9/14/2018,59:43.6,,,,1,,,T18-762379,,,SEP.2018,FY2018
T18-761421,A1043281,,9/13/2018,47:02.6,,FELV FIV COMBO,FELV & FIV NEGA,,,,T18-761419,,,SEP.2018,FY2018
T18-779778,A1045035,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/29/2018,16:46:00,AG2/ER,,,,32,,T18-779778,INTAKE EXAM,,SEP.2018,FY2018
T18-758446,A1043008,,9/11/2018,33:16.6,,,,1,,,T18-758441,,,SEP.2018,FY2018
T18-777732,A1044843,,9/27/2018,17:35.7,,,,1,,,T18-777728,,,SEP.2018,FY2018
T18-719365,A1039538,UNKNOWN,8/8/2018,4:01:00,,,,,,,T18-719365,HEALTH MAINTENANCE,,AUG.2018,FY2018
T18-776017,A1044665,,9/26/2018,59:38.0,,,,1,,,T18-776014,,,SEP.2018,FY2018
T18-752174,A1035632,UNKNOWN,9/5/2018,11:07:00,SEC,,,,,,T18-752174,HEALTH MAINTENANCE,,SEP.2018,FY2018
T18-528378,A1020026,TREATABLE REHABILITABLE NON-CONTAGIOUS,1/24/2018,23:13:00,WG1742,,,,36,,T18-528378,INTAKE EXAM,,JAN.2018,FY2018
T18-778776,A1041663,,9/28/2018,49:21.2,,,,1,,,T18-778773,,,SEP.2018,FY2018
T18-771796,A1040044,,9/22/2018,59:20.9,,,,1,,,T18-771793,,,SEP.2018,FY2018
T18-780282,A1045073,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/30/2018,12:45:00,,,,,,,T18-780282,INTAKE EXAM,,SEP.2018,FY2018
T18-767237,A1040858,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/19/2018,10:38:00,SR,,,,58,,T18-767237,EXAM,,SEP.2018,FY2018
T18-770655,A0861445,,9/21/2018,17:02.6,,,,1,,,T18-770652,,,SEP.2018,FY2018
T18-780517,A1045075,,9/30/2018,21:52.5,,,,1,,,T18-780516,,,SEP.2018,FY2018
T18-691614,A1036747,,7/14/2018,18:22.2,,,,1,,,T18-691611,,,JUL.2018,FY2018
T18-770652,A0861445,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/21/2018,14:15:00,AG2,,,,13,,T18-770652,EXAM - ADOPTION,,SEP.2018,FY2018
T18-776237,A1044240,UNKNOWN,9/26/2018,17:05:00,SR,,,,,,T18-776237,SURGERY-,,SEP.2018,FY2018
T18-776042,A1044699,,9/26/2018,03:26.1,,,,1,,,T18-776039,,,SEP.2018,FY2018
T18-758405,A1042211,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/11/2018,10:15:00,VL,,,,64.8,,T18-758405,SURGERY-,,SEP.2018,FY2018
T18-778328,A0925102,,9/28/2018,03:31.1,,,,1,,,T18-778322,,,SEP.2018,FY2018
T18-768814,A1044055,,9/20/2018,33:39.2,,,,1,,,T18-768811,,,SEP.2018,FY2018
T18-779158,A1044608,,9/29/2018,07:54.1,,,,1,,,T18-779156,,,SEP.2018,FY2018
T18-771549,A1043197,,9/20/2018,34:31.9,,,,5,,,T18-771548,,,SEP.2018,FY2018
T18-772424,A1044347,,9/23/2018,33:14.4,,,,1,,,T18-772420,,,SEP.2018,FY2018
T18-769435,A1044078,,9/20/2018,45:45.5,,,,1,,,T18-768798,,,SEP.2018,FY2018
T18-777796,A1044866,,9/27/2018,46:52.2,,,,1,,,T18-777793,,,SEP.2018,FY2018
T18-775000,A1042895,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/25/2018,15:34:00,AG,,,,,,T18-775000,EXAM-VET,,SEP.2018,FY2018
T18-771997,A1041745,,9/22/2018,36:17.8,,,,1,,,T18-771996,,,SEP.2018,FY2018
T18-742962,A1041514,TREATABLE REHABILITABLE NON-CONTAGIOUS,8/27/2018,11:44:00,,,,,,,T18-742962,HISTORY,,AUG.2018,FY2018
T18-762230,A1043421,UNKNOWN,9/14/2018,10:58:00,,,,,43.4,,T18-762230,HEALTH MAINTENANCE,,SEP.2018,FY2018
T18-780632,A1044935,,9/30/2018,31:19.4,,,,1,,,T18-780631,,,SEP.2018,FY2018
T18-777691,A1044841,,9/27/2018,51:23.7,,,,1,,,T18-777690,,,SEP.2018,FY2018
T18-765985,A1039615,,9/18/2018,00:23.1,,,,1,,,T18-765984,,,SEP.2018,FY2018
T18-772396,A1044359,,9/22/2018,25:35.3,,,,1,,,T18-772395,,,SEP.2018,FY2018
T18-528418,A1020026,TREATABLE REHABILITABLE NON-CONTAGIOUS,1/25/2018,9:07:00,,,,,,,T18-528418,HEALTH MAINTENANCE,,JAN.2018,FY2018
T18-777302,A1044560,,9/27/2018,22:17.4,,,,1,,,T18-777293,,,SEP.2018,FY2018
T18-777743,A1044844,,9/27/2018,21:09.6,,MICROCHIP (24HR PET WATCH),,,,,T18-777737,,,SEP.2018,FY2018
T18-779534,A1044998,,9/29/2018,24:09.5,,,,1,,,T18-779529,,,SEP.2018,FY2018
T18-734290,A1040858,,8/19/2018,08:48.7,,,,1,,,T18-734286,,,AUG.2018,FY2018
T18-774189,A1044338,,9/25/2018,07:32.0,,,,1,,,T18-774184,,,SEP.2018,FY2018
T18-653652,A1032573,,6/11/2018,34:48.8,,,,1,,,T18-653648,,,JUN.2018,FY2018
T18-779683,A1045025,,9/29/2018,57:51.0,,,,1,,,T18-779675,,,SEP.2018,FY2018
T18-776700,A1042688,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/27/2018,10:04:00,OB,,,,,,T18-776700,EXAM-VISUAL,,SEP.2018,FY2018
T18-710516,A1038741,,7/31/2018,52:52.1,,,,1,,,T18-710512,,,JUL.2018,FY2018
T18-775927,A1038116,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/26/2018,13:42:00,PA,,,,2.8,,T18-775927,SURGERY-,,SEP.2018,FY2018
T18-764570,A1043667,,9/16/2018,39:49.0,,,,1,,,T18-764561,,,SEP.2018,FY2018
T18-780237,A1045075,,9/30/2018,19:57.1,,,,1,,,T18-780233,,,SEP.2018,FY2018
T18-764498,A0997937,,9/16/2018,57:20.4,,,,1,,,T18-764230,,,SEP.2018,FY2018
T18-750554,A1042267,,9/3/2018,49:33.6,,,,1,,,T18-750552,,,SEP.2018,FY2018
T18-777037,A1043194,,9/27/2018,00:51.4,,,,1,,,T18-777036,,,SEP.2018,FY2018
T18-748309,A1042057,UNKNOWN,9/1/2018,7:23:00,,,,,,,T18-748309,HEALTH MAINTENANCE,,SEP.2018,FY2018
T18-780302,A1044880,,9/30/2018,56:18.6,,,,1,,,T18-780301,,,SEP.2018,FY2018
T18-775581,A1044622,,9/26/2018,38:15.6,,HEARTWORM TEST,NEGATIVE,,,,T18-775578,,,SEP.2018,FY2018
T18-779558,A1044999,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/29/2018,14:26:00,NG/AG2,,,,25,,T18-779558,INTAKE EXAM,,SEP.2018,FY2018
T18-604935,A0776646,,4/23/2018,02:56.8,,,,1,,,T18-604931,,,APR.2018,FY2018
T18-780385,A1045095,,9/30/2018,17:17.7,,MICROCHIP (24HR PET WATCH),,,,,T18-780380,,,SEP.2018,FY2018
T18-779262,A1044834,,9/29/2018,53:31.3,,,,1,,,T18-779256,,,SEP.2018,FY2018
T18-779852,A1020026,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/29/2018,17:13:00,AG2.ER,,,,32,,T18-779852,INTAKE EXAM,,SEP.2018,FY2018
T18-775840,A1044557,,9/26/2018,16:03.1,,,,1,,,T18-775837,,,SEP.2018,FY2018
T18-780529,A1045083,,9/30/2018,27:17.0,,,,1,,,T18-780528,,,SEP.2018,FY2018
T18-780046,A0862164,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/30/2018,8:58:00,LS,,,,,,T18-780046,EXAM,,SEP.2018,FY2018
T18-741939,A1041513,UNKNOWN,8/25/2018,17:54:00,,,,,,,T18-741939,HEALTH MAINTENANCE,,AUG.2018,FY2018
T18-777896,A1044481,,9/28/2018,36:55.4,,,,1,,,T18-777894,,,SEP.2018,FY2018
T18-777625,A1042597,,9/27/2018,15:42.3,,,,1,,,T18-777328,,,SEP.2018,FY2018
T18-771799,A1040045,,9/22/2018,00:05.3,,,,1,,,T18-771797,,,SEP.2018,FY2018
T18-774427,A1042830,TREATABLE REHABILITABLE CONTAGIOUS,9/25/2018,11:45:00,AG,,,,38,,T18-774427,EXAM-VET,,SEP.2018,FY2018
T18-757535,A1042912,,9/10/2018,05:45.8,,,,1,,,T18-757533,,,SEP.2018,FY2018
T18-762802,A1041740,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/14/2018,16:23:00,LS,,,,1,,T18-762802,EXAM,,SEP.2018,FY2018
T18-763573,A1041513,,9/15/2018,17:47.4,,,,1,,,T18-763570,,,SEP.2018,FY2018
T18-773853,A1044356,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/24/2018,16:22:00,OB/AR,,,,30,,T18-773853,INTAKE EXAM,,SEP.2018,FY2018
T18-568483,A1023787,UNKNOWN,3/12/2018,21:58:00,,,,,,,T18-568483,HEALTH MAINTENANCE,,MAR.2018,FY2018
T18-655995,A1030811,,6/13/2018,38:41.4,,,,1,,,T18-655990,,,JUN.2018,FY2018
T18-774225,A1044585,,9/25/2018,17:29.8,,,,1,,,T18-774221,,,SEP.2018,FY2018
T18-752852,A1042474,,9/5/2018,17:43.4,,,,1,,,T18-752849,,,SEP.2018,FY2018
T18-772441,A1044369,,9/23/2018,20:23.6,,,,1,,,T18-772440,,,SEP.2018,FY2018
T18-769753,A1042897,TREATABLE REHABILITABLE CONTAGIOUS,9/20/2018,16:40:00,OB,,,,0.8,,T18-769753,EXAM-VISUAL,,SEP.2018,FY2018
T18-765949,A1042589,,9/18/2018,52:27.7,,,,14,,,T18-765947,,,SEP.2018,FY2018
T18-762363,A1041593,,9/14/2018,55:28.0,,,,14,,,T18-762361,,,SEP.2018,FY2018
T18-767196,A1043839,,9/19/2018,52:13.6,,,,1,,,T18-767192,,,SEP.2018,FY2018
T18-775289,A1044651,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/25/2018,21:52:00,WH1740,,,,30.6,,T18-775289,INTAKE EXAM,,SEP.2018,FY2018
T18-733627,A1040394,,8/18/2018,29:37.4,,,,1,,,T18-733620,,,AUG.2018,FY2018
T18-777130,A1041629,,9/27/2018,43:41.4,,,,1,,,T18-777121,,,SEP.2018,FY2018
T18-769673,A1043853,,9/20/2018,26:16.2,,HEARTWORM TEST,NEGATIVE,,,,T18-769670,,,SEP.2018,FY2018
T18-772107,A1044273,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/22/2018,16:19:00,MW 1723,,,,17.1,,T18-772107,INTAKE EXAM,,SEP.2018,FY2018
T18-763920,A1043558,TREATABLE MANAGEABLE NON-CONTAGIOUS,9/15/2018,15:54:00,AV-1171,,,,,,T18-763920,HEALTH MAINTENANCE,,SEP.2018,FY2018
T18-778380,A1043421,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/28/2018,13:05:00,AG2/ER,,,,,,T18-778380,EXAM,,SEP.2018,FY2018
T18-763911,A1043558,TREATABLE MANAGEABLE NON-CONTAGIOUS,9/15/2018,15:54:00,AV-1171,,,,,,T18-763911,INTAKE EXAM,,SEP.2018,FY2018
T18-780275,A1045084,,9/30/2018,41:58.3,,,,1,,,T18-780273,,,SEP.2018,FY2018
T18-772250,A1044338,,9/22/2018,24:19.3,,HEARTWORM TEST,NEGATIVE,,,,T18-772248,,,SEP.2018,FY2018
T18-762281,A1043325,,9/14/2018,18:49.0,,,,1,,,T18-762277,,,SEP.2018,FY2018
T18-769105,A1040840,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/20/2018,13:06:00,PA,,,,42.5,,T18-769105,SURGERY-,,SEP.2018,FY2018
T18-776651,A1044306,,9/27/2018,22:42.9,,,,1,,,T18-776650,,,SEP.2018,FY2018
T18-777738,A1044844,,9/27/2018,20:42.1,,,,1,,,T18-777737,,,SEP.2018,FY2018
T18-779412,A1044979,,9/29/2018,35:18.6,,,,1,,,T18-779400,,,SEP.2018,FY2018
T18-752671,A1014334,,9/5/2018,22:17.3,,,,1,,,T18-752668,,,SEP.2018,FY2018
T18-562242,A1023178,TREATABLE REHABILITABLE NON-CONTAGIOUS,3/5/2018,23:21:00,,,,,10.8,,T18-562242,INTAKE EXAM,,MAR.2018,FY2018
T18-775238,A1044641,,9/25/2018,55:22.4,,,,1,,,T18-775236,,,SEP.2018,FY2018
T18-778096,A1044273,,9/28/2018,32:32.0,,,,1,,,T18-778088,,,SEP.2018,FY2018
T18-776627,A1044552,,9/24/2018,55:16.3,,,,1,,,T18-774055,,,SEP.2018,FY2018
T18-780176,A1045060,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/30/2018,11:41:00,NG,,,,8,,T18-780176,EXAM - ADOPTION,,SEP.2018,FY2018
T18-779620,A1044717,UNKNOWN,9/29/2018,13:23:00,,,,,,,T18-779620,MEDICAL REVIEW,XRAY,SEP.2018,FY2018
T18-725123,A1040044,,8/12/2018,40:28.1,,,,1,,,T18-725122,,,AUG.2018,FY2018
T18-779834,A1045043,,9/29/2018,06:31.7,,,,1,,,T18-779827,,,SEP.2018,FY2018
T18-769274,A1027188,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/20/2018,13:51:00,AG2/MM,,,,42.8,,T18-769274,EXAM - PREADOPTION,,SEP.2018,FY2018
T18-754279,A1042589,,9/6/2018,00:01.7,,,,1,,,T18-754273,,,SEP.2018,FY2018
T18-774289,A1042891,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/25/2018,10:37:00,SR,,,,,,T18-774289,EXAM,,SEP.2018,FY2018
T18-778226,A1044638,,9/25/2018,25:01.9,,,,1,,,T18-775175,,,SEP.2018,FY2018
T18-759932,A1038637,TREATABLE REHABILITABLE NON-CONTAGIOUS,9/12/2018,13:35:00,SEC,,,,,,T18-759932,INTAKE EXAM,,SEP.2018,FY2018
